firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gameDate,fantasyScore,points_MA3,reboundsTotal_MA3,assists_MA3,steals_MA3,blocks_MA3,turnovers_MA3,fantasyScore_MA3,numMinutes_MA3,points_MA5,reboundsTotal_MA5,assists_MA5,steals_MA5,blocks_MA5,turnovers_MA5,fantasyScore_MA5,numMinutes_MA5,points_MA10,reboundsTotal_MA10,assists_MA10,steals_MA10,blocks_MA10,turnovers_MA10,fantasyScore_MA10,numMinutes_MA10,fantasyScore_last1games,points_last1games,fantasyScore_last3games,points_last3games,fantasyScore_last5games,points_last5games,fantasyScore_momentum,year,points_season_avg,reboundsTotal_season_avg,assists_season_avg,steals_season_avg,blocks_season_avg,turnovers_season_avg,fantasyScore_season_avg,numMinutes_season_avg,points_career_avg,reboundsTotal_career_avg,assists_career_avg,steals_career_avg,blocks_career_avg,turnovers_career_avg,fantasyScore_career_avg,numMinutes_career_avg,minutes_MA5,minutes_trend,usage_rate_approx,usage_rate_MA5,fg_efficiency,fg_efficiency_MA5,games_played,is_home,days_rest,is_back_to_back,day_of_week,is_weekend,month,is_playoff_season,is_win,opponent_encoded,team_encoded,vs_opponent_avg,team_avg_fantasy,team_avg_fantasy_MA5,predicted_fantasy_score,Player,Game,Game_Date
Paul,George,202331,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,34.32,15.0,5.0,0.0,0.0,15.0,5.0,0.333,9.0,4.0,0.444,1.0,1.0,1.0,11.0,1.0,12.0,3.0,1.0,-1.0,2025-12-26 14:30:00,35.9,17.0,8.0,3.5,2.0,1.0,2.0,35.849999999999994,33.7,17.0,8.0,3.5,2.0,1.0,2.0,35.849999999999994,33.7,17.0,8.0,3.5,2.0,1.0,2.0,35.849999999999994,33.7,35.8,19.0,35.8,19.0,35.8,19.0,0.05000000000000071,2025,19.0,4.0,2.0,4.0,2.0,3.0,35.8,33.08,19.0,4.0,2.0,4.0,2.0,3.0,35.8,33.08,33.7,0.620000000000001,0.43579314352120857,0.42886703589562536,0.33112582781456956,0.34286787844629185,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,15.354761904761904,35.875743696855075,Paul George,76ers vs Bulls,2025-12-26 14:30:00
Andre,Drummond,203083,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,7.57,2.0,0.0,0.0,0.0,4.0,1.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,-11.0,2025-12-26 14:30:00,6.8,7.0,8.5,0.0,0.0,0.0,0.5,16.7,11.955,7.0,8.5,0.0,0.0,0.0,0.5,16.7,11.955,7.0,8.5,0.0,0.0,0.0,0.5,16.7,11.955,26.6,12.0,26.6,12.0,26.6,12.0,-9.9,2025,12.0,13.0,0.0,0.0,0.0,1.0,26.6,16.34,12.0,13.0,0.0,0.0,0.0,1.0,26.6,16.34,11.955,-4.385,0.5215123859191656,0.5648924460009452,0.24390243902439027,0.36947597198744264,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.970238095238097,6.71179086874271,Andre Drummond,76ers vs Bulls,2025-12-26 14:30:00
Joel,Embiid,203954,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,32.11,31.0,1.0,1.0,0.0,19.0,10.0,0.526,4.0,2.0,0.5,9.0,9.0,1.0,4.0,1.0,5.0,2.0,2.0,2.0,2025-12-26 14:30:00,38.5,29.0,5.5,2.5,0.0,1.5,2.5,39.85,31.695,29.0,5.5,2.5,0.0,1.5,2.5,39.85,31.695,29.0,5.5,2.5,0.0,1.5,2.5,39.85,31.695,41.2,27.0,41.2,27.0,41.2,27.0,-1.3500000000000014,2025,27.0,6.0,4.0,0.0,2.0,3.0,41.2,31.28,27.0,6.0,4.0,0.0,2.0,3.0,41.2,31.28,31.695,0.41499999999999915,0.5898789195901893,0.5020777644477397,0.5235602094240838,0.5671236161624236,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,38.78672373511574,Joel Embiid,76ers vs Bulls,2025-12-26 14:30:00
Quentin,Grimes,1629656,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,25.53,2.0,2.0,0.0,0.0,4.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-21.0,2025-12-26 14:30:00,6.2,2.0,1.0,2.0,0.0,0.0,0.0,6.2,25.53,2.0,1.0,2.0,0.0,0.0,0.0,6.2,25.53,2.0,1.0,2.0,0.0,0.0,0.0,6.2,25.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53,0.0,0.1560671088568084,0.1560671088568084,0.24390243902439027,0.24390243902439027,1,0,0.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,6.500978490416282,Quentin Grimes,76ers vs Bulls,2025-12-26 14:30:00
Tyrese,Maxey,1630178,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,40.21,27.0,8.0,2.0,0.0,24.0,9.0,0.375,11.0,5.0,0.455,4.0,4.0,1.0,4.0,0.0,4.0,3.0,2.0,0.0,2025-12-26 14:30:00,45.8,20.0,3.5,5.0,2.0,1.0,3.0,34.7,39.685,20.0,3.5,5.0,2.0,1.0,3.0,34.7,39.685,20.0,3.5,5.0,2.0,1.0,3.0,34.7,39.685,23.6,13.0,23.6,13.0,23.6,13.0,11.099999999999998,2025,13.0,3.0,2.0,4.0,0.0,4.0,23.6,39.16,13.0,3.0,2.0,4.0,0.0,4.0,23.6,39.16,39.685,0.5250000000000021,0.5953857603572315,0.47599140284799935,0.37344398340248963,0.29310497042464906,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,45.74386855997157,Tyrese Maxey,76ers vs Bulls,2025-12-26 14:30:00
Jabari,Walker,1631133,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,10.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,2.0,3.0,0.0,1.0,-6.0,2025-12-26 14:30:00,5.6,3.0,3.5,0.5,0.0,0.5,1.0,7.95,11.27,3.0,3.5,0.5,0.0,0.5,1.0,7.95,11.27,3.0,3.5,0.5,0.0,0.5,1.0,7.95,11.27,10.3,5.0,10.3,5.0,10.3,5.0,-2.3500000000000005,2025,5.0,4.0,1.0,0.0,0.0,1.0,10.3,12.46,5.0,4.0,1.0,0.0,0.0,1.0,10.3,12.46,11.27,-1.1900000000000004,0.0,0.1592356687898089,0.0,0.24390243902439027,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,5.6161215721863975,Jabari Walker,76ers vs Bulls,2025-12-26 14:30:00
Dominick,Barlow,1631230,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,27.01,7.0,2.0,0.0,3.0,3.0,2.0,0.667,0.0,0.0,0.0,4.0,3.0,0.75,3.0,3.0,6.0,1.0,1.0,10.0,2025-12-26 14:30:00,22.2,7.0,6.0,2.0,3.0,0.0,1.0,22.2,27.01,7.0,6.0,2.0,3.0,0.0,1.0,22.2,27.01,7.0,6.0,2.0,3.0,0.0,1.0,22.2,27.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.01,0.0,0.11066027296200663,0.11066027296200663,0.6451612903225806,0.6451612903225806,1,0,0.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,22.029037364198416,Dominick Barlow,76ers vs Bulls,2025-12-26 14:30:00
Adem,Bona,1641737,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,7.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,2025-12-26 14:30:00,2.2,2.5,1.0,0.0,0.0,0.0,0.0,3.7,12.835,2.5,1.0,0.0,0.0,0.0,0.0,3.7,12.835,2.5,1.0,0.0,0.0,0.0,0.0,3.7,12.835,5.2,4.0,5.2,4.0,5.2,4.0,-1.5,2025,4.0,1.0,0.0,0.0,0.0,0.0,5.2,18.37,4.0,1.0,0.0,0.0,0.0,0.0,5.2,18.37,12.835,-5.535,0.13513513513513514,0.12170941921889404,0.0,0.47619047619047616,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,2.069905858556664,Adem Bona,76ers vs Bulls,2025-12-26 14:30:00
Johni,Broome,1641780,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-26 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,0.12047027624958612,Johni Broome,76ers vs Bulls,2025-12-26 14:30:00
Jared,McCain,1642272,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,16.49,6.0,0.0,0.0,2.0,9.0,3.0,0.333,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,2025-12-26 14:30:00,13.6,8.0,6.0,2.0,2.0,0.0,1.0,21.2,27.814999999999998,8.0,6.0,2.0,2.0,0.0,1.0,21.2,27.814999999999998,8.0,6.0,2.0,2.0,0.0,1.0,21.2,27.814999999999998,28.799999999999997,10.0,28.799999999999997,10.0,28.799999999999997,10.0,-7.599999999999999,2025,10.0,9.0,4.0,2.0,0.0,2.0,28.799999999999997,39.14,10.0,9.0,4.0,2.0,0.0,2.0,28.799999999999997,39.14,27.814999999999998,-11.325000000000001,0.5424954792043399,0.4114108384808652,0.32967032967032966,0.2999702999703,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,13.468186618943339,Jared McCain,76ers vs Bulls,2025-12-26 14:30:00
Justin,Edwards,1642348,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,4.16,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2025-12-26 14:30:00,3.5,2.0,1.0,0.5,1.0,0.0,0.5,5.45,12.205,2.0,1.0,0.5,1.0,0.0,0.5,5.45,12.205,2.0,1.0,0.5,1.0,0.0,0.5,5.45,12.205,7.4,4.0,7.4,4.0,7.4,4.0,-1.9500000000000002,2025,4.0,2.0,0.0,1.0,0.0,1.0,7.4,20.25,4.0,2.0,0.0,1.0,0.0,1.0,7.4,20.25,12.205,-8.045,0.2347417840375587,0.24022101486890218,0.0,0.09803921568627452,2,0,3.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,3.456291874785774,Justin Edwards,76ers vs Bulls,2025-12-26 14:30:00
VJ,Edgecombe,1642845,22500427,2025-12-26 14:30:00,Philadelphia,76ers,Chicago,Bulls,,,,0.0,0,0,33.22,10.0,3.0,0.0,1.0,13.0,4.0,0.308,5.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,7.0,4.0,1.0,-15.0,2025-12-26 14:30:00,23.9,10.0,7.0,3.0,1.0,0.0,1.0,23.9,33.22,10.0,7.0,3.0,1.0,0.0,1.0,23.9,33.22,10.0,7.0,3.0,1.0,0.0,1.0,23.9,33.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.22,0.0,0.39015606242497,0.39015606242497,0.3053435114503817,0.3053435114503817,1,0,0.0,0,4,0,12,0,0,4,1,0.0,14.585714285714285,14.585714285714285,23.835091141891233,VJ Edgecombe,76ers vs Bulls,2025-12-26 14:30:00
Nikola,Vucevic,202696,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,28.34,7.0,1.0,1.0,0.0,7.0,3.0,0.429,2.0,1.0,0.5,0.0,0.0,0.0,5.0,2.0,7.0,2.0,0.0,1.0,2025-12-26 14:30:00,18.9,13.666666666666666,7.333333333333333,3.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,30.96666666666667,29.683333333333334,13.666666666666666,7.333333333333333,3.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,30.96666666666667,29.683333333333334,13.666666666666666,7.333333333333333,3.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,30.96666666666667,29.683333333333334,41.0,21.0,37.0,17.0,37.0,17.0,-4.7,2025,17.0,7.5,5.0,1.5,0.5,0.5,37.0,30.355,17.0,7.5,5.0,1.5,0.5,0.5,37.0,30.355,29.683333333333334,-0.6066666666666668,0.2461322081575246,0.38823938876219444,0.4225352112676057,0.4649215209811992,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.818571428571428,19.18230204512361,Nikola Vucevic,76ers vs Bulls,2025-12-26 14:30:00
Zach,Collins,1628380,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,19.26,15.0,1.0,1.0,0.0,8.0,5.0,0.625,3.0,2.0,0.667,3.0,3.0,1.0,5.0,0.0,5.0,2.0,0.0,6.0,2025-12-26 14:30:00,24.5,11.666666666666666,6.333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.0,22.099999999999998,17.416666666666668,11.666666666666666,6.333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.0,22.099999999999998,17.416666666666668,11.666666666666666,6.333333333333333,1.6666666666666667,0.0,0.6666666666666666,1.0,22.099999999999998,17.416666666666668,22.4,10.0,20.9,10.0,20.9,10.0,1.7000000000000004,2025,10.0,7.0,2.0,0.0,0.5,1.5,20.9,16.494999999999997,10.0,7.0,2.0,0.0,0.5,1.5,20.9,16.494999999999997,17.416666666666668,1.2233333333333338,0.4132231404958677,0.41539438987726834,0.617283950617284,0.6503494085193432,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.630000000000003,24.424934267748178,Zach Collins,76ers vs Bulls,2025-12-26 14:30:00
Jevon,Carter,1628975,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-26 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.441428571428567,0.12047027624958612,Jevon Carter,76ers vs Bulls,2025-12-26 14:30:00
Kevin,Huerter,1628989,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,22.3,9.0,1.0,0.0,0.0,9.0,4.0,0.444,6.0,1.0,0.167,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,2025-12-26 14:30:00,10.7,11.333333333333334,3.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,19.099999999999998,23.25,11.333333333333334,3.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,19.099999999999998,23.25,11.333333333333334,3.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.6666666666666666,19.099999999999998,23.25,18.9,9.0,23.299999999999997,12.5,23.299999999999997,12.5,-5.666666666666667,2025,12.5,4.0,3.0,0.5,0.5,0.5,23.299999999999997,23.725,12.5,4.0,3.0,0.5,0.5,0.5,23.299999999999997,23.725,23.25,0.42000000000000054,0.40178571428571425,0.3638567409571916,0.43956043956043955,0.5071454367229015,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.252857142857142,10.970104066293379,Kevin Huerter,76ers vs Bulls,2025-12-26 14:30:00
Coby,White,1629632,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,29.01,13.0,6.0,0.0,0.0,12.0,4.0,0.333,6.0,1.0,0.167,4.0,4.0,1.0,7.0,0.0,7.0,1.0,1.0,-1.0,2025-12-26 14:30:00,29.4,19.333333333333332,3.0,5.0,1.0,0.0,3.6666666666666665,28.766666666666666,30.383333333333336,19.333333333333332,3.0,5.0,1.0,0.0,3.6666666666666665,28.766666666666666,30.383333333333336,19.333333333333332,3.0,5.0,1.0,0.0,3.6666666666666665,28.766666666666666,30.383333333333336,29.0,24.0,28.45,22.5,28.45,22.5,0.5,2025,22.5,1.0,4.5,1.5,0.0,5.0,28.45,31.07,22.5,1.0,4.5,1.5,0.0,5.0,28.45,31.07,30.383333333333336,-0.6766666666666659,0.4122294744074201,0.41545521122936263,0.3305785123966942,0.4409816415368115,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,29.00709171997406,Coby White,76ers vs Bulls,2025-12-26 14:30:00
Isaac,Okoro,1630171,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,17.5,8.0,2.0,0.0,0.0,5.0,3.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-14.0,2025-12-26 14:30:00,12.2,10.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,15.6,19.30333333333333,10.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,15.6,19.30333333333333,10.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,15.6,19.30333333333333,13.9,8.0,17.3,11.0,17.3,11.0,-2.8333333333333335,2025,11.0,1.5,1.0,1.0,0.5,0.0,17.3,20.205,11.0,1.5,1.0,1.0,0.5,0.0,17.3,20.205,19.30333333333333,-0.28666666666666646,0.28409090909090906,0.3113898455956447,0.5882352941176471,0.5870581897039583,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,12.061996178935695,Isaac Okoro,76ers vs Bulls,2025-12-26 14:30:00
Patrick,Williams,1630172,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-26 14:30:00,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,4.6000000000000005,7.3149999999999995,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,4.6000000000000005,7.3149999999999995,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,4.6000000000000005,7.3149999999999995,3.5,0.0,6.9,2.0,6.9,2.0,-3.4333333333333336,2025,2.0,2.0,1.0,0.5,0.0,0.0,6.9,7.3149999999999995,2.0,2.0,1.0,0.5,0.0,0.0,6.9,7.3149999999999995,7.3149999999999995,0.0,0.0,0.5565604836183675,0.0,0.09389671361502348,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,0.12047027624958612,Patrick Williams,76ers vs Bulls,2025-12-26 14:30:00
Jalen,Smith,1630188,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,22.21,12.0,3.0,1.0,0.0,7.0,4.0,0.571,4.0,2.0,0.5,2.0,2.0,1.0,5.0,3.0,8.0,1.0,0.0,24.0,2025-12-26 14:30:00,28.1,6.666666666666667,5.666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,18.3,15.589999999999998,6.666666666666667,5.666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,18.3,15.589999999999998,6.666666666666667,5.666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,18.3,15.589999999999998,14.3,5.0,13.4,4.0,13.4,4.0,5.2,2025,4.0,4.5,3.0,0.0,0.0,0.5,13.4,12.28,4.0,4.5,3.0,0.0,0.0,0.5,13.4,12.28,15.589999999999998,3.0300000000000007,0.3137606454504706,0.21645631620321534,0.5633802816901409,0.29532030895047706,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,27.720589030300665,Jalen Smith,76ers vs Bulls,2025-12-26 14:30:00
Tre,Jones,1630200,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,24.13,15.0,2.0,0.0,1.0,10.0,6.0,0.6,2.0,0.0,0.0,6.0,3.0,0.5,3.0,3.0,6.0,1.0,0.0,3.0,2025-12-26 14:30:00,27.2,11.666666666666666,4.0,3.0,0.3333333333333333,0.0,0.3333333333333333,21.3,23.33,11.666666666666666,4.0,3.0,0.3333333333333333,0.0,0.3333333333333333,21.3,23.33,11.666666666666666,4.0,3.0,0.3333333333333333,0.0,0.3333333333333333,21.3,23.33,15.6,9.0,18.35,10.0,18.35,10.0,2.0333333333333328,2025,10.0,3.0,3.5,0.0,0.0,0.5,18.35,22.93,10.0,3.0,3.5,0.0,0.0,0.5,18.35,22.93,23.33,0.5199999999999996,0.41271151465125877,0.29659573185317917,0.594059405940594,0.4926731824580723,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,27.001426340582906,Tre Jones,76ers vs Bulls,2025-12-26 14:30:00
Ayo,Dosunmu,1630245,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,23.46,8.0,4.0,0.0,1.0,6.0,3.0,0.5,4.0,2.0,0.5,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,13.0,2025-12-26 14:30:00,18.6,9.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,1.0,14.166666666666666,18.653333333333332,9.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,1.0,14.166666666666666,18.653333333333332,9.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,1.0,14.166666666666666,18.653333333333332,10.4,6.0,11.95,9.5,11.95,9.5,1.7000000000000004,2025,9.5,1.0,1.5,0.0,0.0,1.0,11.95,16.25,9.5,1.0,1.5,0.0,0.0,1.0,11.95,16.25,18.653333333333332,2.353333333333334,0.2546689303904923,0.41036663560715625,0.49180327868852464,0.47124384569604505,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,18.451305492104773,Ayo Dosunmu,76ers vs Bulls,2025-12-26 14:30:00
Josh,Giddey,1630581,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,32.37,12.0,11.0,0.0,1.0,12.0,3.0,0.25,6.0,1.0,0.167,6.0,5.0,0.833,5.0,1.0,6.0,1.0,5.0,6.0,2025-12-26 14:30:00,32.7,16.666666666666668,8.666666666666666,12.666666666666666,1.0,0.0,4.333333333333333,43.73333333333333,33.32,16.666666666666668,8.666666666666666,12.666666666666666,1.0,0.0,4.333333333333333,43.73333333333333,33.32,16.666666666666668,8.666666666666666,12.666666666666666,1.0,0.0,4.333333333333333,43.73333333333333,33.32,47.7,19.0,49.25,19.0,49.25,19.0,-6.033333333333331,2025,19.0,10.0,13.5,1.0,0.0,4.0,49.25,33.795,19.0,10.0,13.5,1.0,0.0,4.0,49.25,33.795,33.32,0.2866666666666653,0.3695719125346474,0.38793077037389906,0.24793388429752067,0.42453432579862443,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,32.62945305948857,Josh Giddey,76ers vs Bulls,2025-12-26 14:30:00
Dalen,Terry,1631207,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-26 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,0.12047027624958612,Dalen Terry,76ers vs Bulls,2025-12-26 14:30:00
Julian,Phillips,1641763,22500427,2025-12-26 14:30:00,Chicago,Bulls,Philadelphia,76ers,,,,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-26 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3.0,0,4,0,12,0,1,24,14,0.0,16.064285714285713,16.064285714285713,0.12047027624958612,Julian Phillips,76ers vs Bulls,2025-12-26 14:30:00
